BEST_PARENT,parcels,source,addr
CENTER COURT PROPERTIES LLC,1,name_only,2130 CANADY AVE NASHVILLE TN 37211
CHIMNEY TOP LLC,1,name_only,PO BOX 250509 ATLANTA GA 30325
CHINA DOLL VENTURES LLC,1,name_only,296 LAKE TERRACE DR
CHISWICK HOUSE INC,1,name_only,912 24TH AVE NORTH NASHVILLE TN 37208
CHITWOOD DOWNS HOMEOWNERS ASSOC,1,name_only,2114 PKWY TOWERS NASHVILLE TN 37219
CHESHIRE JAMES R & LORETTA F CO-TRS,1,name_only,6218 DONEGAN WAY
CHERRY GROVE AT WHITES CREEK HOA INC,1,name_only,1416 PLANTATION DR C/O S HUFF BRENTWOOD TN 37027
30TH CORE LLC,1,name_only,ATTN: PALMER PILLAHS
CHELSEA DEVELOPMENT CORP,1,name_only,19721 SPETO ST CHATSWORTH CA 91311
CHASE POINTE PROPERTIES LLC,1,name_only,323 WESTCHESTER DR MADISON TN 37115
CHASE SMILES DEVELOPMENT LLC,1,name_only,4021 PORTLAND RIDGE DR FLORISSANT MO 63034
CENTRAL-CUMBERLAND CORP,1,name_only,PO BOX 22747 NASHVILLE TN 37210
CHATEAU COMMUNITY PROPERTY TRUST THE,1,name_only,1100 CHATEAU LN NASHVILLE TN 37215
CHCIKERING DEVELOPMENT CO,1,name_only,2700 FIRST AMERICAN CT NASHVILLE TN 37235
CHECK HOLDINGS LLC,1,name_only,884 VAN LEER DR NASHVILLE TN 37220
CHECKERBERRY MANAGEMENT SOUTH LLC,1,name_only,18719 BEARPATH TRL EDEN PRAIRIE MN 55347
305 PLUS PARK BLVD LLC,1,name_only,2213 HIGGINS LN C/O J PENNINGTON MURFREESBORO TN 37130
CHEEKWOOD CHILD DEVELOPMENT CENTER INC,1,name_only,112 CHEEKWOOD TER NASHVILLE TN 37205
CHELBERT COMMUNITY PROPERTY TRUST,1,name_only,880 BATTERY LN NASHVILLE TN 37220
CHELMSFORD REALTY ASSOCIATES,1,name_only,PO BOX 1159 C/O WALGREEN CO DEERFIELD IL 60015
CHELSEA PRODUCTIONS INC,1,name_only,1229 LIGHTHOUSE PL BRENTWOOD TN 37027
31 ENTERPRISES LLC,1,name_only,2 CADILLAC DR BRENTWOOD TN 37027
CHELSEA PROPERTIES LLC,1,name_only,2403 NOLENSVILLE RD NASHVILLE TN 37211
CENTRAL TENN INVESTMENT CO INC,1,name_only,STE 1200 ONE COMMERCE PL NASHVILLE TN 37219
CHEMICAL PROPERTIES LLC,1,name_only,7001 WESTBELT DR NASHVILLE TN 37209
CHEN WEI & XIAQGIAN MICHELLE CO-TRS,1,name_only,2043 CASTLEMAN DR A NASHVILLE TN 37215
CHENGA REALTY GROUP LLC,1,name_only,1031 BELLVIEW RD STE 200 MC LEAN VA 22102
CENTRAL SOYA CO INC,1,name_only,300 FT WAYNE BANK BLDG FORT WAYNE IN
CHERNEY COMMUNITY PROPERTY TRUST,1,name_only,6413 EDINBURGH DR NASHVILLE TN 37221
305 LYNNWOOD BOULEVARD COMMUNITY PROPERTY TRUST,1,name_only,305 LYNNWOOD BLVD NASHVILLE TN 37205
CENTRAL OFFICE HOLDINGS LLC,1,name_only,45 RUTLEDGE ST NASHVILLE TN 37210
CENTRAL BUILDERS LLC,1,name_only,2610 WESTWOOD DR NASHVILLE TN 37204
CENTRAL BROADCASTING CORP,1,name_only,212 NESBITT LN MADISON TN
CLIFF LAWN PARTNERS,1,name_only,214 HEADY DR NASHVILLE TN 37205
CLIFFDWELLERS LLC,1,name_only,2002 ROSECLIFF DR NASHVILLE TN 37206
CLIFFTON PROPERTY TN LLC,1,name_only,1809 NEAL TER
COORDINATION PLUS LLC & MISTY MEADOWS PROP LLC,1,name_only,PO BOX 160591 NASHVILLE TN 37216
COOK-OUT NASHVILLE TN INC,1,name_only,PO BOX 698 THOMASVILLE NC 27361
300 BROADWAY LLC,1,name_only,1 GAYLORD DR NASHVILLE TN 37214
COOL VALLEY CORP,1,name_only,GLENROSE AVE NASHVILLE TN
COOP PROPERTIES LLC,1,name_only,3663 MARTINS MILL RD THOMPSONS STATION TN 37179
COOPER BROTHERS LAND CO,1,name_only,413 EAST LN ST SHELBYVILLE TN 37160
COOPER INVESTMENT MANAGEMENT LLC,1,name_only,5401 WILLIAMSBURG RD BRENTWOOD TN 37027
COOPER MANN INVESTMENT TRUST,1,name_only,7200 ALLISON RD BAXTER TN 38544
CAVALIER PROPERTY MANAGEMENT LLC,1,name_only,1076 COUNTRY CLUB CIR MINDEN LA 71055
COOPWOOD HOLDINGS TRUST,1,name_only,5532 TRACESIDE DR NASHVILLE TN 37221
COORDINATION PLUS LLC & COLSON SERVICES LLC,1,name_only,PO BOX 160591 NASHVILLE TN 37216
COORDINATION PLUS LLC & EQUITY TRUST CO,1,name_only,PO BOX 160591 NASHVILLE TN 37216
COORDINATION PLUS LLC ET AL,1,name_only,503 BEN ALLEN RD
300 HICKORY APARTMENTS LLC,1,name_only,2097 GRAYBAR LN C2 NASHVILLE TN 37215
COORDINATON PLUS LLC,1,name_only,2010 E WOOD PL
COPE CARBONIC INC,1,name_only,601 COWAN ST NASHVILLE TN 37207
COPELAND FAMILY PARTNERSHIP LP,1,name_only,203 DOGWOOD LANE
COPLAN HOLDINGS LLC,1,name_only,1426 BENJAMIN ST
COPPER BEECH FARM LLC,1,name_only,4920 ASHLAND CITY HWY NASHVILLE TN 37218
COPPER LLC,1,name_only,2615 ELM HILL PIKE NASHVILLE TN 37214
CAVALIER BUILDING LLC,1,name_only,95 WHITE BRIDGE PIKE STE 501 NASHVILLE TN 37205
COQUI PROPERTIES LLC,1,name_only,PO BOX 40387 NASHVILLE TN 37204
CAV PROPERTIES LLC,1,name_only,128 HOLIDAY CT STE 113 FRANKLIN TN 37067
CORAL PARTNERS,1,name_only,4306 GRAY OAKS DR
CORBAN FARMS LLC,1,name_only,3425 BOONE RD SE C/O KELLEY D HAMILTON SALEM OR 97317
COOK'S PEST CONTROL INC,1,name_only,"1741 5TH AVENUE SE, DECATUR , AL 35601"
COOK OUT-HERMITAGE INC,1,name_only,PO BOX 698 THOMASVILLE NC 27361
CORE DEV LLC,1,name_only,116 AGNES RD STE 200 KNOXVILLE TN 37919
CONTINENTAL INNS 3 1 5 INTERSTATE LLC,1,name_only,9218 CONCORD RD C/O RAMAN DAYAL FRANKLIN TN 37067
CONNECT AT CITY HEIGHTS LLC,1,name_only,2804 CLIFTON AVE NASHVILLE TN 37209
CONNECTION UNITED METHODIST CHURCH INC,1,name_only,2846 LEBANON PIKE NASHVILLE TN 37214
CONNEMARA SOUTH PROPERTIES LLC,1,name_only,813 ROSELYN DR
CB CAPITAL LLC - SERIES A,1,name_only,3212 WEST END AVE STE 403 NASHVILLE TN 37203
CONSOLIDATED DEV INC,1,name_only,480 CRAIGHEAD ST STE 201 NASHVILLE TN 37204
CB CAPITAL LLC,1,name_only,3212 WEST END AVE STE 403 NASHVILLE TN 37203
CB CA III LP,1,name_only,1508 RALEIGH AVE
CONSTRUCTION ASSOCIATES INC,1,name_only,128 HOLIDAY CT FRANKLIN TN 37064
CAYWOOD BUILDERS LLC,1,name_only,111 FORREST CT SHELBYVILLE TN 37160
CONTEMPORARY CARE SOLUTIONS LLC,1,name_only,2318 KLINE AVE NASHVILLE TN 37211
CONTINENTAL GRAIN CO,1,name_only,5100 OAKLAND AVE ST LOUIS MO 63110
CONTRACTORS ACCESS EQUIPMENT JACKSON INC,1,name_only,2222 S HALSTEAD ST CHICAGO IL 60608
COOK OUT-CHARLOTTE PIKE INC,1,name_only,PO BOX 698 THOMASVILLE NC 27361
CONTRACTORS TILE CO INC,1,name_only,4401 MICHIGAN AV NASHVILLE TN 37209
CONVENT CAPITAL LLC,1,name_only,2022 W MOFFAT ST
CAYENNE HOUSE 518 LLC,1,name_only,1373 N ATLANTIC AVE NEW SMYRNA BEACH FL 32169
CONVENT PLACE LLC,1,name_only,2021 21ST AVE S STE C100 NASHVILLE TN 37212
CAYENNE HOLDINGS LLC,1,name_only,PO BOX 230826 NEW YORK NY 10023
CONVENT PLACE PARTNERS GP,1,name_only,5237 WILLIAMSBURG RD BRENTWOOD TN 37027
CONVENT PLACE PARTNERS LLC,1,name_only,1125 NICHOL LN NASHVILLE TN 37205
CONVENTRY WOODS GROUP JOINT VENTURE,1,name_only,3505 WOODMONT BV NASHVILLE TN 37215
CONWAY HOLDINGS LLC,1,name_only,700 12TH AVE S 1008
COODINATION PLUS LLC,1,name_only,PO BOX 160591 NASHVILLE TN 37216
CAVO DEVELOPMENT OF TENNESSEE LLC,1,name_only,5956 CLARKSVILLE PIKE JOELTON TN 37080
CORDELL INSURANCE LLC,1,name_only,5158 MOUNTAIN BROOK CIR HERMITAGE TN 37076
CORE FIVE LLC,1,name_only,223 ROSA L PARKS AVE 300 NASHVILLE TN 37203
CONE NASHVILLE PROPERTY LLC,1,name_only,1830 LINDER INDUSTRIAL DR NASHVILLE TN 37209
COUCHVILLE INDUSTRIAL OWNER LLC,1,name_only,30 BURTON HILLS BLVD STE 355 NASHVILLE TN 37215
COTHERN TENNESSEE COMMUNITY PROPERTY,1,name_only,7428 BIRDWELL RD JOELTON TN 37080
CATALYST NINE LLC,1,name_only,4114 MURIETTA AVE SHERMAN OAKS CA 91423
COTTAGE PARK HOMEOWNERS ASSOCIATION INC,1,name_only,4800 CALIFORNIA AVE NASHVILLE TN 37209
COTTAGE PARTNERS,1,name_only,84 ALTENTANN NASHVILLE TN 37215
2XKVQ LLC,1,name_only,495 E MAIN ST
COTTAGES PARTNERS LLC,1,name_only,84 ALTENTANN NASHVILLE TN 37215
2R TENNESSEE PROPERTIES LLC,1,name_only,631 NOTTINGHAM AVE
COTTON CANDY LLC,1,name_only,4627 W 20TH RD STE B GREELEY CO 80634
CASTLEMAN PARTNERS GP,1,name_only,9425 WEATHERLY DR BRENTWOOD TN 37027
COTTONTOP TENNESSEE INVESTMENT SERVICES TRUST THE,1,name_only,606 CLIFTON DR GOODLETTSVILLE TN 37072
COTTONWOOD-KIRKWOOD LLC,1,name_only,105 REYNOLDS DR C/O JOE L PARKES JR FRANKLIN TN 37064
COUCHVILLE PROPERTIES LLC,1,name_only,8192 SETTLERS WAY NASHVILLE TN 37221
COSTA ROBIN G & BENTZ EARL CO-TRS,1,name_only,7741 HWY 70 S NASHVILLE TN
COUNTRY & WESTERN LLC,1,name_only,245 FISCHER AVE STE A-4 COSTA MESA CA 92626
COUNTRY CLUB INVESTORS LLC,1,name_only,4372 S CAROTHERS RD FRANKLIN TN 37064
COUNTRY GENTLEMEN INC,1,name_only,1700 ARTHUR AVE NASHVILLE TN 37208
COUNTRY MEADOWS MHC LLC,1,name_only,8800 BRONX AVE FL 2
CASTLEMAN PARTNERS G P,1,name_only,9425 WEATHERLY DR BRENTWOOD TN 37027
COUNTRY RADIO BROADCASTERS INC,1,name_only,819 18TH AVE S NASHVILLE TN 37203
COUNTRY ROADS TENNESSEE LLC,1,name_only,3013 W LOBO RDG NEW ALBANY IN 47150
COUNTRYWOOD HOLDINGS LLC,1,name_only,1046 CALLE RECODO STE G SAN CLEMENTE CA 92673
COUNTY MARKETPLACE PARTNERS ET AL,1,name_only,3030 SIDCO DR NASHVILLE TN 37204
3127 PARTHENON LLC,1,name_only,107 SANDY DR UNIT 700
COVE FAST FOOD 16 ST LLC,1,name_only,2958 COLUMBIA ST TORRANCE CA 90503
COSTCO WHOLESALE CORP,1,name_only,730 LAKE DR ATTN PROPERTY TAX DEPT 630 ISSAQUAH WA 98027
COSCO ELECTRIC INC,1,name_only,PO BOX 943 WHITE HOUSE TN 37188
CAUDLE COMMUNITY PROPERTY TRUST,1,name_only,1349 STRATFORD AVE NASHVILLE TN 37216
CORNERSTONE REAL ESTATE LLC,1,name_only,404 WELSHWOOD DR NASHVILLE TN 37211
CORIM TENNESSEE INC,1,name_only,174 2ND AVE N NASHVILLE TN 37201
300 BAKER STATION LLC,1,name_only,10 EAST 53RD ST 18TH FLOOR NEW YORK NY 10022
CORNELIUS FAST SERV INC,1,name_only,1445 W OAK TERRACE LAKE OSWEGO OR 97034
CAUDILL REALTY CO,1,name_only,%CHURCH'S CHICKEN 881 PO BOX BH001 SAN ANTONIO TX 78284
3104A WELLINGTON AVE LLC,1,name_only,101 CREEKSIDE CROSSING STE 1700-208 BRENTWOOD TN 37027
CORNERSTONE CHURCH OF NASHVILLE INC,1,name_only,726 W OLD HICKORY BV MADISON TN 37115
CORNERSTONE CHURCH(ASSEMBLIES OF GOD)INC,1,name_only,726 OLD HICKORY BLVD MADISON TN 37115
CORNERSTONE DEVELOPMENT LLC,1,name_only,216 NOAH DR STE 100 FRANKLIN TN 37064
CORNERSTONE HOMES LLC,1,name_only,620 WATSON BRANCH DR FRANKLIN TN 37064
CATLU RE LLC,1,name_only,1208 WATERSTONE BLVD FRANKLIN TN 37069
CORNERSTONE INVESTMENT INC,1,name_only,718 THOMPSON LN 108 NASHVILLE TN 37204
CORNERSTONE SOLUTIONS TN LLC,1,name_only,205 ANTHONY AVE OLD HICKORY TN 37138
COS PROPERTIES LLC,1,name_only,1550 DILLON GRIBBLE SPARTA TN 38583
CATHOLIC COMFORT CARE HOMES,1,name_only,9632 S HARPETH RD NASHVILLE TN 37221
CORPORATE FLIGHT MANAGEMENT INC,1,name_only,808 BLUE ANGEL WAY SMYRNA TN 37167
CATFISH PROPERTIES LLLP,1,name_only,2000 S COLORADO BLVD ANNEX STE 300 DENVER CO 80222
CORPORATE INVESTORS PARTNERSHIP VI LLC,1,name_only,652 OLD EZELL RD NASHVILLE TN 37217
CORPORATE INVESTORS PARTNERSHIP X LLC,1,name_only,101 WESTPARK DR STE 320 BRENTWOOD TN 37027
CORPORATE WOODS LLC,1,name_only,1000 ROYCE BLVD C/O ROYCE REALTY OAKBROOK TERRACE IL 60181
3 DOG PROPERTIES KNOXVILLE LLC,1,name_only,4640 DELTA SPRINGS LN COLLEGE GROVE TN 37064
CORRAL MH LLC,1,name_only,40815 GRIMMER BLVD
CORSON DEV INC,1,name_only,1100 16TH AV S NASHVILLE TN 37212
CORTIA HOLDINGS LLC,1,name_only,700 12TH AVE S 809 NASHVILLE TN 37203
CORZINE COMMUNITY PROPERTY TRUST,1,name_only,3706 CENTRAL AVE
CONFAIR APARTMENTS PARTNERSHIP,1,name_only,303 PONDER RD C/O DORA S ESTES CPA
CONDOR SOUND LLC,1,name_only,29 HOLLYLEAF ALISO VIEJO CA 92656
CCSL RIVERGATE LLC C/O SENIOR LIVING FUND LLC,1,name_only,8787 RENNER BLVD STE 130 LENEXA KS 66219
CNR INVESTMENT GROUP LLC,1,name_only,4811 ELKINS AVE NASHVILLE TN 37209
3101 DOAK AVE LLC,1,name_only,3276 HINKLE DR NASHVILLE TN 37218
CMC STEEL US LLC,1,name_only,6565 N MACARTHUR BLVD STE 800 IRVING TX 75039
CMDS TEXAS LLC,1,name_only,10250 CONSTELLATION BLVD STE 2600 LOS ANGELES CA 90067
CC SAYES INVESTMENTS LLC,1,name_only,2804 BRANSFORD AVE NASHVILLE TN 37204
CMH TENN HOLDINGS LLC,1,name_only,1745 PEACHTREE ST STE T ATLANTA GA 30309
CC BISHOP INVESTMENTS LLC,1,name_only,4552 STAGECOACH CIR FRANKLIN TN 37067
CMLWH LLC,1,name_only,2412 CLARKSVILLE PK NASHVILLE TN 37208
CBT PARTNERSHIP GP,1,name_only,222 2ND AVE S STE 1930 NASHVILLE TN 37201
CN ACQUISITION CORP,1,name_only,14400 METCALF AVE C/O PROPERTY VALUATION SERVICES OVERLAND PARK KS 66223
CNC PROPERTIES LLC,1,name_only,2800 W KIRKWOOD AVE
3017 DK LLC,1,name_only,3212 WEST END AVE STE 403 NASHVILLE TN 37203
CBT PARTNERSHIP,1,name_only,222 2ND AVD S STE 1930 C/O C B RAGLAND CO MICHAEL W HAYES NASHVILLE TN 37201
CLYDELAN PARTNERS,1,name_only,119 CLYDELAN CT NASHVILLE TN 37205
CNSPARK LLC,1,name_only,1646 WESTGATE CIR STE 100 BRENTWOOD TN 37027
CO ACQUISITION PROPERTY XIV LLC,1,name_only,5251 DTC PKWY STE 300 GREENWOOD VILLAGE CO 80111
CO-OP PROPERTIES INC,1,name_only,5725 BUFORD HWY STE 209 ATLANTA GA 30340
COASTER ACRES LLC,1,name_only,15304 E NORTHRIDGE DR LOUISVILLE NE 68037
3015 POSTON AV PARTNERSHIP,1,name_only,2803 A 22ND AVE S C/O BEVERLY BROWNING NASHVILLE TN 37215
COBALT VENTRURES LLC,1,name_only,807 BRADFORD AVE NASHVILLE TN 37204
COBB COMMERCIAL PROP LLC-SERIES 8,1,name_only,1090 BLUE HERON RD NASHVILLE TN 37221
COBB COMMERCIAL PROPERTIES LLC - SERIES 3 ETAL,1,name_only,1090 BLUE HERON RD NASHVILLE TN 37221
COBB COMMERCIAL PROPERTIES LLC SERIES 5,1,name_only,1090 BLUE HERON RD NASHVILLE TN 37221
COBB COMMERCIAL PROPERTIES LLC SERIES 6,1,name_only,1090 BLUE HERON RD NASHVILLE TN 37221
COBB COMMERCIAL PROPERTIES LLC-SERIES 7,1,name_only,1090 BLUE HERON RD NASHVILLE TN 37221
CM SKELTON PROPERTIES LLC,1,name_only,7919 MORNINGSIDE DR
CLVB LLC,1,name_only,13502 WHITTIER BLVD STE H-234 WHITTIER CA 90605
COBB INTERIORS LLC,1,name_only,3705 BINKLEY AVE DALLAS TX 75205
CLK INVESTMENTS LLC,1,name_only,5735 GOLD FINCH CT ELLICOTT CITY MD 21043
CLIFTON CRIB LLC,1,name_only,2832 CLIFTON AVE B
CCP IV ASSOCIATES LTD,1,name_only,"5520 LBJ FREEWAY STE 430, DALLAS, TX 75240"
CLIFTON HOLDINGS LLC,1,name_only,406 JOHN DEERE DR MURFREESBORO TN 37128
CLIFTON HOWNHOME 618 LLC,1,name_only,2825 SURGAR TREE RD NASHVILLE TN 37215
CLIFTON LANE MUSIC CITY LLC,1,name_only,507 S GREENWOOD AVE COLUMBIA MO 65203
CCM HOLDINGS LLC,1,name_only,809 HEATHCTOE AVE NASHVILLE TN 37210
CLIFTON TOWNHOMES 618 LLC,1,name_only,2468 ABBOTT MARTIN RD NASHVILLE TN 37215
CLIFTON402 LLC,1,name_only,619 W 3RD ST COAL VALLEY IL 61240
CLINARD TENNESSEE COMMUNITY PROPERTY TRUST,1,name_only,1006 GILMORE AVE NASHVILLE TN 37204
CCF LLC,1,name_only,562 NATCHEZ BEND RD NASHVILLE TN 37221
CLJ PROPERTIES LLC,1,name_only,11093 VISTA SANTA FE LN
CLLD PROPERTIES LLC,1,name_only,201 HUNTERWOOD DR WHITE HOUSE TN 37188
CLUB CAR WASH HWY 70 NASHVILLE LLC,1,name_only,1591 E PRATHERSVILLE RD COLUMBIA MO 65202
CLN NASHVILLE LLC,1,name_only,45 LINDSLEY AVE NASHVILLE TN 37206
CLONMEL PARTNERS GP,1,name_only,400 POYDRAS ST STE 2480 NEW ORLEANS LA 70130
CLOUD INVESTMENTS TRUST,1,name_only,9124 CARISSA DR BRENTWOOD TN 37027
CLOVERLAND ESTATES LLC,1,name_only,203 E CEDAR ST STE D GOODLETTSVILLE TN 37072
CLOVERLY LLC,1,name_only,906 A BOSCOBEL ST NASHVILLE TN 37206
CLP NASHVILLE LLC,1,name_only,2870 LOS FELIZ PL 2ND FL LOS ANGELES CA 90039
CLQ DEVELOPMENT LLC,1,name_only,4652 MAJESTIC MEADOWS DR ARRINGTON TN 37014
CLS HOLDINGS LLC,1,name_only,777 MCCARTER HWY APT 2211
302 ATHENA LLC,1,name_only,321 31ST AVE N APT 302 NASHVILLE TN 37203
CLS INVESTMENT PROPERTIES LLC,1,name_only,PO BOX 325 MADISON TN 37116
CLS RENTALS PROPERTIES LLC,1,name_only,PO BOX 325 MADISON TN 37116
COBB COMMERICAL PROPERTIES LLC,1,name_only,1090 BLUE HERON RD NASHVILLE TN 37221
COBBLESTONE CORNERS OWNER LLC,1,name_only,32 CROSS ST STE 201 LAKEWOOD NJ 08701
CONDOR RIDGE EQUITY LLC,1,name_only,401 WEAVER DR NASHVILLE TN 37217
CB CAPITOL LLC-SERIES D,1,name_only,3212 WEST END AVE STE 403 NASHVILLE TN 37203
CBAM HOLDINGS LLC,1,name_only,1615 FRANKLIN AVE
COLTON COMMUNITY PROPERTY TRUST,1,name_only,1119 CRATER HILL DR NASHVILLE TN 37215
301 ANTIOCH PIKE LLC,1,name_only,60 S 8TH ST APT 703 BROOKLYN NY 11249
COLUMBIA PARTNERS,1,name_only,3704 HOBBS RD NASHVILLE TN 37215
COLUMBIA TN AIRWAYS INDUSTRIAL LLC,1,name_only,120 N LASALLE ST STE 2900 C/O LINCOLN ADV GRP CHICAGO IL 60602
CB INVESTMENTS LLC & QIN KE,1,name_only,4525 HARDING RD 257 NASHVILLE TN 37205
COMFY MONKEY LLC,1,name_only,12631 WHISPER CREEK WAY MOKENA IL 60448
COMMERCE STREET NASHVILLE PARTNERSHIP ET AL,1,name_only,700 12TH AVE S STE 302 ATTN AVISION YOUNG NASHVILLE TN 37203
COMMERCIAL ACQUISITIONS LLC,1,name_only,1816 A ALLISON PL NASHVILLE TN 37203
COMMODORE ALLIED INVESTMENTS LLC,1,name_only,333 SOUTH HOPE ST 43RD FLOOR LOS ANGELES CA 90071
COMMODORE PARTNERS LLC,1,name_only,"4015 HILLSBORO PIKE STE 222, NASHVILLE, TN 37215"
COMMON AREA THE BELLMORE TOWNHOMES,1,name_only,123 43RD AVE N NASHVILLE TN 37209
COLLIER THOMESIA,1,name_only,236 JENNA LEE CIR MADISON TN 37115
COMMUNITY BARBER & STYLE LLP,1,name_only,519 OLD HICKORY BV OLD HICKORY TN 37138
COMMUNITY CAPITAL MANAGEMENT LLC,1,name_only,P O BOX 90973
COMMUNITY ENHANCEMENT COM DEV ORG INC,1,name_only,102 NEWPORT CR HENDERSONVILLE TN 37075
COMMUNITY HOUSING PARTNERSHIP,1,name_only,129 W FOWLKES ST STE 124 FRANKLIN TN 37064
COMPTON INVESTMENT PROPERTIES LLC,1,name_only,2811 SMITH SPRINGS RD NASHVILLE TN 37217
CONCH'S POINT LLC,1,name_only,3229 PRESTON HOLLOW RD
CONCORD WP COL HERMITAGE LLC,1,name_only,11410 COMMON OAKS DR RALEIGH NC 27615
CONCREATE INC,1,name_only,6020 WOODLAND HILLS DR NASHVILLE TN 37211
CB CAPITAL LLC-SERIES B,1,name_only,3212 WEST END AVE STE 403 NASHVILLE TN 37203
CB CAPITAL LLC SERIES D,1,name_only,3212 WEST END AVE STE 403 NASHVILLE TN 37203
CONDON SNYDER LLC,1,name_only,11505 85TH PL NORTH MAPLE GLOVE MN 55369
CBC INVESTMENTS LLC,1,name_only,651 S MT JULIET RD 1150 MOUNT JULIET TN 37122
COLLIER HOMES LLC,1,name_only,353 FLUSHING DR
301 EIGHTH AVENUE LLC ET AL,1,name_only,PO BOX 518 BON AQUA TN 37025
COHEN GIRLS PARTNERS,1,name_only,303 INTERSTATE DR NASHVILLE TN 37213
COBBLESTONE LANDING HOMEOWNERS' ASSOCIATION INC,1,name_only,2200 HILLSBORO RD STE 200 NASHVILLE TN 37212
COBURN SUPPLY CO,1,name_only,13831 NORTHWEST FWY STE 440 HOUSTON TX 77040
COCCA PROPERTIES 13 LLC,1,name_only,100 DEBARTOLO PL STE 400 BOARDMAN OH 44512
COCHRAN ENTERPRISE & DEVELOPMENT LLC,1,name_only,5214 MARYLAND WY STE 200 BRENTWOOD TN 37027
COCHRAN ENTERPRISES & DEVELOPMENT LLC,1,name_only,3801 GRANNY WHITE PK NASHVILLE TN 37205
COCHRAN TENNESSEE COMMUNITY PROPERTY TRUST THE,1,name_only,4228 SADDLEBROOKE PL HERMITAGE TN 37076
CBR 217 2ND AVENUE - GARAGE LLC,1,name_only,222 2ND AVE S STE 1930 NASHVILLE TN 37201
COCO'S HOLDINGS LLC,1,name_only,5105 ALABAMA AVE NASHVILLE TN 37209
CODE 415 LLC,1,name_only,31 PLAYERS CLUB VILLAS RD PONTE VEDRA BEACH FL 32082
COFFEY TENNESSEE COMMUNITY PROPERTY REV TRUST,1,name_only,1809 LAUREL RIDGE DR NASHVILLE TN 37215
CBP LLC,1,name_only,2205 GOLF CLUB LN COLUMBIA TN 38401
COLBY PARTNERSHIP,1,name_only,P O BOX 150791
COLLIER FAMILY PARTNERSHIP #1,1,name_only,116 HICKORY HILLS RD TULLAHOMA TN 37388
CBMS PARTNERS LLC,1,name_only,503 WESLEY AVE C/O CHASE W GREGORY NASHVILLE TN 37207
CBM REAL ESTATE LLC,1,name_only,333 PLUS PARK BLVD NASHVILLE TN 37217
COLE AZ NASHVILLE TN LLC,1,name_only,PO BOX 2198 C/OAUTOZONEINC 3597DEPT 8088 MEMPHIS TN 38101
COLE OF NASHVILLE TN LLC,1,name_only,3055 LEBANON RD STE 1000 C/O ENVOY LLC NASHVILLE TN 37214
CBH PARTNERS GP,1,name_only,912 CALIB CT B100 FRANKLIN TN 37067
COLE WOODWORK LLC,1,name_only,320 FRANKLIN RD STE 105A-396 BRENTWOOD TN 37027
CBG & TRG COMMUNITY PROPERTY TRUST,1,name_only,1148 GATEWAY LN NASHVILLE TN 37220
301 BEN ALLLEN LLC,1,name_only,6100 TOWER CIR STE 200 FRANKLIN TN 37067
COLEMAN-HEINZ LLC,1,name_only,841 ADAIR AVE NE ATLANTA GA 30306
COLIBRI TENNESSEE INVESTMENT SERVICES TRUST,1,name_only,6880 RIVER RIDGE DR NASHVILLE TN 37221
COLLEGE POINTE PARTNERSHIP,1,name_only,1302 OLD LASCASSAS RD MURFREESBORO TN 37130
DLSM FAMILY TRUST & DREAM REAL ESTATE LLC,1,name_only,6412 BRESSLYN RD NASHVILLE TN 37205
DLVL LLC,1,name_only,726 HARKREADER RD
DM NASHVILLE AIRPORT LLC,1,name_only,6903 CONGRESS ST NEW PORT RICHEY FL 34653
DMMCO LLC & SHAWN MEEHAN 401K TRUST THE,1,name_only,707 WELSH LN FRANKLIN TN 37064
EXLINE HOMES LLC,1,name_only,6539 MARAUDER DR NASHVILLE TN 37209
BUYING HOUSES LLC,1,name_only,2000 MALLORY LN STE 130-315 FRANKLIN TN 37067
BUY N SAVE MARKET INC,1,name_only,201 GLENROSE AVE NASHVILLE TN 37210
BUTTON INVESTMENTS LLC,1,name_only,320 B LUTIE ST NASHVILLE TN 37210
EXPRESS VIEW LLC,1,name_only,4187 REYNOLDS PL BUFORD GA 30518
EXTREME IMPORTS AUTO LLC,1,name_only,1229 ALANDEE ST NASHVILLE TN 37214
BUTLER TRANSPORT CO,1,name_only,PO BOX 12910 SAN LUIS OBISPO CA 93406
EZ SECURITIES LLC,1,name_only,237 STEPHEN ST DICKSON TN 37055
BUTLER DEVELOPERS LLC,1,name_only,5068 MURFREESBORO PK LAVERGNE TN 37086
EZELL STANLEY & LEELLEN COMMUNITY PROPERTY TRUST,1,name_only,946 TYNE BLVD NASHVILLE TN 37220
BUTLER CONTRUCTION LLC,1,name_only,1104 REMMINGTON TRCE ANTIOCH TN 37013
F & K INVESTORS,1,name_only,PO BOX 935 GOODLETTSVILLE TN 37070
F & L LLC,1,name_only,128 JAMES LYN DR HOPKINSVILLE KY 42240
BUTEO PROPERTIES LLC,1,name_only,1216 CANTERBURY DR NASHVILLE TN 37205
F & S INVESTMENTS LLC,1,name_only,95 WHITE BRIDGE RD 301 C/O J SCHULMAN NASHVILLE TN 37205
F & S TRAILER SALES INC,1,name_only,1761 JAMESON DR FRANKLIN TN 37064
F H M AUTO RECYCLING INC,1,name_only,1903 SPRING BRANCH DR MADISON TN 37115
F M SYLVAN INC,1,name_only,1001 STATE ST PERTH AMBOY NJ 08861
