parid,apn,acct
3904,01500027800,213909
3906,01500028000,215814
3907,01500028100,215815
3909,01500028300,218387
3910,01500028400,219264
3911,01500028500,219265
3912,01500028600,219266
3913,01500028700,219267
3914,01500028800,218635
3915,01600024200,2511
3916,01600024300,2512
3918,01600024600,2514
3919,01600024900,2515
3920,01600025000,2516
3921,01600025100,2517
3922,01600025200,2518
3926,01600025500,2521
3927,01600025600,2522
3928,01600025700,2523
3935,01600026200,2528
3937,01600026300,2529
3942,01600026800,2534
3945,01600027000,2535
3946,01700022100,2754
3948,01700022200,2755
3950,01700022400,2757
3953,01700022600,2758
3954,01700022700,2759
3958,01700022900,2760
3959,01700023000,2761
3960,01700023100,2762
3961,01700023200,2763
3963,01700023400,2765
3964,01700023500,2766
3965,01700023600,2767
3967,01700023700,2768
3968,01700023800,2769
3973,01700024200,2771
3974,01700024300,2772
3975,01700024400,2773
3977,01400017600,1961
3979,01400017800,1962
3980,01400017900,1963
3983,01400018000,1964
3984,01400018100,1965
3986,01400018200,1966
3988,01400019000,1967
3989,01400019100,1968
3990,01400019200,1969
3991,01400019300,1970
3992,01400019400,1971
3996,01400019600,1973
3999,01400019800,1975
4000,01400019900,1976
4001,01400020000,1977
4002,01400020100,1978
4003,01400020200,1979
4006,01400020400,1981
4007,01400020500,1982
4008,01507000100,221148
4009,01507000300,221376
4010,01507000400,221347
4012,01507000500,221348
4014,01507000600,221349
4016,01513000100,2238
4017,01513000200,2239
4019,01513000300,2240
4020,01514000100,2241
4021,01514000200,2242
4022,01514000300,2243
4023,01514000400,2244
4024,01514000500,2245
4025,01514000600,2246
4026,01514000700,2247
4027,01514000800,2248
4028,01514000900,2249
4029,01514001000,2250
4030,01514001100,2251
4032,01514003100,2253
4033,01514003200,2254
4034,01514003300,2255
4035,01514003400,2256
4036,01514003600,2257
4037,01514003800,2258
4038,01514003900,2259
4039,01514004000,2260
4040,01514004100,2261
4042,01600027200,2537
4043,01600027300,2538
4044,01600027400,2539
4047,01600027700,2542
4049,01600027800,2543
4052,01600027900,2544
4053,01600028000,2545
4056,01600028200,2547
4058,01600028400,2549
4059,01600028500,2550
4065,01600029000,209141
4066,01600029100,211369
4068,01600029400,215657
4069,01600029500,218206
4070,01700000200,2554
4072,01700024500,2774
4073,01700024600,2775
4075,01700024700,2776
4080,01700024900,2778
4083,01700025100,2779
4089,01700025700,2782
4090,01700025800,2783
4092,01700025900,2784
4095,01700026200,2787
4096,01700026300,2788
4098,01700026400,2789
4101,01400020600,1983
4104,01400020900,1985
4106,01400021100,1986
4107,01400021200,201583
4108,01400021300,212201
4113,01416000100,1987
4114,01416000200,1988
4115,01416000300,1989
4116,01416000400,1990
4117,01416000500,1991
4118,01416000600,1992
4132,01514004200,2262
4133,01514004300,2263
4134,01514004400,2264
4135,01514004500,2265
4136,01514004600,2266
4137,01514004800,2267
4138,01514004900,2268
4139,01514005000,2269
4140,01514005100,2270
4141,01514005200,2271
4142,01514005300,2272
4143,01514005400,2273
4144,01514005500,2274
4145,01514005600,2275
4148,01514005700,2276
4153,01514005900,2277
4154,01514006000,2278
4155,01514006100,2279
4156,01514006200,2280
4157,01514006300,2281
4158,01514006400,2282
4159,01514006500,2283
4160,01514006600,2284
4161,01514006700,2285
4162,01514006800,2286
4164,01700000201,2555
4173,01700000700,2560
4176,01700000800,2561
4179,01700000900,2562
4180,01700001000,2563
4182,01700001100,2564
4192,01700001200,2565
4193,01203002400,1733
4194,01203002500,1734
4195,01203002600,1735
4196,01203002700,1736
4197,01203002800,1737
4198,01203002900,1738
4199,01203003000,1739
4200,01203003100,1740
4201,01203003200,1741
4203,01203003300,1742
4204,01203003400,1743
4205,01203003500,1744
4206,01203003600,1745
4208,012150A20100CO,1746
4211,012150A20200CO,1747
4214,012150A20300CO,1748
4217,012150A20400CO,1749
4220,01300000100,1750
4227,01500000701,1998
4228,01500000800,1999
4234,01500001501,2004
4238,01500001700,2005
4239,01500001800,2006
4240,01500001900,2007
4246,01500002100,2009
4251,01514006900,2287
4252,01514007000,2288
4253,01514007100,2289
4254,01514007200,2290
4255,01514007300,2291
4256,01514007400,2292
4257,01514007500,2293
4258,01514007600,2294
4259,01514007700,2295
4260,01514007800,2296
4261,01514007900,2297
4262,01514008000,2298
4263,01514008100,2299
4265,01514008300,2301
4266,01600000100,2302
4271,01600000200,2303
4276,01600000500,2305
4279,01600000600,2306
4280,01600000700,2307
4284,01700001400,2566
4286,01700001600,2568
4288,01700001700,2569
4289,01700001800,2570
4291,01700001900,2571
4294,01700002000,2572
4295,01700002100,2573
4297,01700002200,2574
4307,01700002600,2577
4310,01700002700,2578
4315,01300000300,1752
4317,01300000400,1753
4320,01300000600,1755
4321,01300000700,1756
4326,01300001100,1758
4329,01300001200,1759
4332,01300001500,1761
4333,01300001600,1762
4334,01300001700,1763
4340,01500002500,2014
4346,01500002800,2016
4352,01500002901,2018
4356,01500003000,2022
4360,01500003400,2026
4365,01500003700,2030
4376,01600001001,2310
4377,01600001100,2311
4378,01600001200,2312
4379,01600001300,2313
4381,01600001400,2314
4383,01600001500,2315
4387,01600001600,2316
4392,01600001800,2318
4394,01600001900,2319
4401,01700002900,2580
4402,01700003000,2581
4407,01700003300,2582
4412,01700003500,2584
4413,01700003600,2585
4416,01700003700,2586
4422,01700003900,2587
4424,01700004000,2588
4430,01300002100,1765
4431,01300002200,1766
4432,01300002300,1767
4433,01300002400,1768
4434,01300002500,1769
4435,01300002600,1770
4439,01300002900,201575
4441,01300003000,201576
4443,01300003100,201577
4447,01300003300,201579
4449,01300003400,201580
4451,01300003500,201581
4455,01400000200,1773
4456,01400000300,1774
4460,01400000401,1776
4467,01500004000,2033
4476,01500004200,2035
4477,01500004300,2036
4484,01500005100,2042
4492,01600002201,2322
4495,01600002400,2324
4509,01600003600,2328
4510,01600003700,2329
4511,01600003800,2330
4516,01600004000,2331
4519,01700004200,2589
4521,01700004300,2590
4524,01700004400,2592
4525,01700004500,2593
4529,01700004700,2595
4533,01700004900,2597
4536,01700005000,2598
4538,01700005100,2599
4539,01700005200,2600
4540,01700005300,2601
4541,01700005400,2602
4545,01700005500,2603
4547,01700005600,2604
4548,01400000500,1777
4553,01400000700,1779
4554,01400000800,1780
4555,01400000900,1781
4556,01400001000,1782
4557,01400001100,1783
4561,01400001201,1785
4562,01400001300,1786
4563,01400001400,1787
4564,01400001500,1788
4565,01400001600,1789
4566,01400001700,1790
4567,01400001800,1791
4569,01400001900,1792
4577,01500005300,2044
4578,01500005400,2045
4590,01500005502,2048
4591,01500005600,2049
4593,01500005800,2051
4597,01500006300,2054
4599,01500006400,2055
4601,01500006600,2057
4602,01500006601,2058
4604,01500006700,2059
4605,01500006800,2060
4607,01600004200,2332
4613,01600004500,2335
4623,01600004700,2336
4626,01600004800,2337
4633,01600005100,2340
4639,01700005700,2605
4642,01700005900,2606
4643,01700006000,2607
4647,01700006200,2608
4653,01700006500,2609
4658,01700006800,2611
4659,01700006900,2612
4661,01700007000,2613
4663,01700007300,2615
4664,01400001901,1793
4665,01400001902,1794
4666,01400001903,1795
4667,01400001904,1796
4668,01400002000,1797
4669,01400002001,1798
4670,01400002002,1799
4671,01400002100,1800
4672,01400002101,1801
4674,01400002300,1803
4678,01400002800,1807
4679,01400002900,1808
4681,01400003000,1809
4682,01400003100,1810
4689,01400003600,1815
4691,01400003701,1816
4692,01400003702,1817
4694,01500006900,2061
4695,01500007000,2062
4696,01500007100,2063
4697,01500007200,2064
4701,01500007400,2066
4703,01500007600,2068
4707,01500007900,2071
4708,01500008000,2072
4709,01500008200,2073
4711,01500008300,2074
4712,01500008400,2075
4713,01500008500,2076
4714,01500008501,2077
4715,01500008600,2078
4717,01500008701,2080
4725,01600005400,2341
4727,01600005401,2342
4736,01600006000,2346
4748,01600006600,2347
4752,01700007500,2616
4756,01700007700,2618
4757,01700007800,2619
4759,01700008101,2621
4760,01700008102,2622
4765,01700008400,2624
4768,01700008500,2625
4769,01700008600,2626
4770,01700008700,2627
4771,01700008800,2628
4772,01700008900,2629
4773,01700009000,2630
4774,01700009100,2631
4780,01700009300,2633
4784,01400003800,1820
4785,01400003801,1821
4793,01400004400,1826
4795,01400004601,1827
4796,01400004602,1828
4798,01400004603,1829
4799,01400004604,1830
4800,01400004605,1831
4801,01400004606,1832
4805,01400004609,1833
4806,01400004610,1834
4807,01400004611,1835
4808,01400004612,1836
4809,01400004613,1837
4813,01500009001,2085
4814,01500009002,2086
4815,01500009003,2087
4816,01500009004,2088
4817,01500009005,2089
4818,01500009006,2090
4819,01500009007,2091
4821,01500009100,2093
4822,01500009200,2094
4823,01500009300,2095
4824,01500009400,2096
4827,01500009401,2097
4828,01500009402,2098
4829,01500009403,2099
4830,01500009500,2100
4833,01500009700,2101
4837,01500009800,2102
4838,01500009900,2103
4840,01600006800,2349
4841,01600006900,2350
4842,01600007000,2351
4843,01600007100,2352
4844,01600007200,2353
4846,01600007300,2354
4847,01600007400,2355
4849,01600007600,2357
4850,01600007700,2358
4851,01600007800,2359
4854,01600008000,2361
4855,01600008100,2362
4856,01600008200,2363
4859,01600008400,2365
4861,01600008500,2366
4862,01600008600,2367
4864,01600008800,2369
4870,01700009500,2635
4871,01700009600,2636
4884,01700009900,2638
4888,01700010000,2639
4893,01700010200,2640
4895,01400004614,1838
4896,01400004615,1839
4897,01400004616,1840
4898,01400004617,1841
4899,01400004618,1842
4900,01400004700,1843
4904,01400004900,1845
4913,01400005300,1849
4919,01400005601,1852
4929,01500010200,2106
4930,01500010300,2107
4931,01500010400,2108
4932,01500010500,2109
4933,01500010600,2110
4934,01500010700,2111
4945,01500011200,2115
4946,01500011300,2116
4947,01500011400,2117
4948,01500012000,2118
4949,01500012100,2119
4951,01500012300,2121
4952,01500012400,2122
4953,01500012500,2123
4961,01600008900,2370
4964,01600009100,2372
4965,01600009200,2373
4967,01600009300,2374
4968,01600009400,2375
4971,01600009700,2377
4972,01600009800,2378
4973,01600009900,2379
4974,01600010000,2380
4975,01600010100,2381
4977,01600010200,2382
4979,01600010400,2384
4980,01600010500,2385
4981,01600010600,2386
4982,01600010700,2387
4984,01700010300,2641
4985,01700010400,2642
4986,01700010500,2643
4988,01700010600,2644
4989,01700010700,2645
4993,01700011000,2647
4994,01700011100,2648
4996,01700011300,2650
4997,01700011400,2651
5000,01700011600,2653
5005,01700011800,2655
5006,01700011900,2656
5014,01400005800,1853
5015,01400005900,1854
5018,01400006000,1855
5020,01400006200,1856
5022,01400006300,1857
5023,01400006400,1858
5024,01400006500,1859
5025,01400006600,1860
5026,01400006700,1861
5027,01400006800,1862
5030,01400007100,1865
5031,01400007200,1866
5032,01400007300,1867
5033,01400007400,1868
5037,01400007600,1870
5041,01500012600,2124
5042,01500012700,2125
5043,01500012800,2126
5044,01500012900,2127
5046,01500013100,2129
5047,01500013200,2130
5048,01500013300,2131
5050,01500013500,2133
5055,01500013800,2135
5056,01500013900,2136
5059,01500014000,2137
5063,01500014200,2138
5064,01500014300,2139
5065,01500014400,2140
5066,01500014500,2141
5067,01500014600,2142
5068,01600010800,2388
5069,01600010900,2389
5070,01600011000,2390
5071,01600011100,2391
5072,01600011200,2392
5073,01600011300,2393
5074,01600011400,2394
5075,01600011500,2395
5076,01600011600,2396
5078,01600011700,2397
5079,01600011800,2398
5080,01600011900,2399
5081,01600012000,2400
5082,01600012100,2401
5083,01600012200,2402
5084,01600012300,2403
5085,01600012400,2404
5086,01600012500,2405
5087,01600012600,2406
5088,01600012700,2407
5089,01600012800,2408
5090,01600012900,2409
5092,01600013100,2411
5093,01600013200,2412
5094,01600013300,2413
5095,01600013400,2414
5096,01600013500,2415
5097,01600013600,2416
5098,01600013700,2417
5101,01700012100,2658
5102,01700012300,2659
5103,01700012400,2660
5104,01700012500,2661
5107,01700012700,2663
5109,01700012701,2664
5111,01700012800,2665
5113,01700013000,2667
5115,01700013200,2669
5119,01700013201,2670
5125,01700013401,2672
5126,01700013500,2673
5127,01700013600,2674
5129,01400007800,1872
5130,01400007900,1873
5134,01400008200,1875
5138,01400008500,1876
5139,01400008600,1877
5140,01400008800,1878
5141,01400008900,1879
5142,01400009000,1880
5143,01400009100,1881
5144,01400009200,1882
5146,01400009400,1884
5148,01400009600,1886
5149,01400009700,1887
5153,01400010100,1891
5155,01400010200,1892
5156,01400010300,1893
5157,01500014700,2143
5158,01500014800,2144
5164,01500015100,2146
5165,01500015200,2147
5170,01500015400,2149
5175,01500015700,2151
5176,01500015800,2152
5177,01500016000,2153
5179,01500016200,2155
5180,01500016300,2156
5181,01500016400,2157
5182,01500016500,2158
5183,01500016600,2159
5184,01500016700,2160
5185,01500016800,2161
5186,01600013800,2418
5187,01600013900,2419
5188,01600014000,2420
5189,01600014100,2421
5190,01600014200,2422
5191,01600014300,2423
5202,01600015100,2431
5207,01600015500,2434
5208,01600015600,2435
5212,01600015900,2438
5213,01600016000,2439
5219,01700013900,2677
5220,01700014000,2678
5221,01700014100,2679
5233,01700014600,2682
5238,01700014700,2683
5239,01700014800,2684
5240,01700014900,2685
5242,01700015000,2686
5246,01400010400,1894
5247,01400010500,1895
5248,01400010600,1896
5249,01400010700,1897
5250,01400010800,1898
5251,01400010900,1899
5252,01400011000,1900
5253,01400011100,1901
5254,01400011200,1902
5255,01400011300,1903
5256,01400011400,1904
5258,01400011500,1905
5262,01400011600,1906
5263,01400011700,1907
5266,01400011900,1909
5267,01400012000,1910
5282,01500017100,2163
5285,01500017300,2165
5288,01500017400,2166
5290,01500017600,2168
5292,01500017700,2169
5297,01500018000,2170
5299,01500018200,2172
5300,01500018300,2173
5302,01500018500,2175
5303,01600016100,2440
5307,01600016400,2441
5308,01600016500,2442
5310,01600016800,2444
5326,01600017200,2448
5328,01600017400,2449
5335,01700015100,2688
5337,01700015200,2689
5338,01700015300,2690
5340,01700015301,2691
5346,01700015600,2694
5348,01700015700,2695
5349,01700015800,2696
5354,01700015900,2697
5356,01700016000,2698
5357,01700016100,2699
5359,01700016200,2700
5360,01700016300,2701
5361,01700016400,2702
5362,01812000600,3315
5363,01812000700,3316
5364,01812000800,3317
5365,01812000900,3318
5366,01812001000,3319
5367,01812001100,3320
5368,01812001200,3321
5369,01812001300,3322
5370,01812001400,3323
5371,01812001500,3324
5372,01812001600,3325
5373,01812001700,3326
5377,01812001900,3327
5378,01812002000,3328
5379,01812002100,3329
5380,01812002200,3330
5381,01812002300,3331
5390,01812003000,3332
5391,01812003100,3333
5392,01812003200,3334
5393,01913001400,3679
5394,01913001500,3680
5395,01913001600,3681
5402,01913002500,3688
5405,01913002700,3690
5406,01913002800,3691
5407,01913002900,3692
5409,01913003100,3694
5410,01913003200,3695
5411,01913003300,3696
5412,01913003400,3697
5414,01913003500,3698
5416,01913003700,3700
5417,01913003800,3701
5419,01913003900,3702
5421,01913004200,3704
5425,02100014000,3950
5430,02100014700,3955
5433,02100015000,3958
5435,02100015100,3959
5439,02100015300,3961
5440,02100015400,3962
5442,02100015500,3963
5443,02100015600,3964
5445,02100015700,3965
5450,02100015800,3966
5455,01800009200,2949
5456,01800009300,2950
5457,01800009400,2951
5462,01800009700,2954
5463,01800009800,2955
5465,01800009900,2956
5467,01800010000,2957
5469,01800010100,2958
5471,01800010300,2960
5472,01800010400,2961
5473,01800010500,2962
5476,01800010600,2963
5479,01800010700,2964
5481,01800010900,2966
5482,01800011000,2967
5484,01812003300,3335
5485,01812003400,3336
5486,01812003500,3337
5487,01812003600,3338
5488,01812003700,3339
5490,01812003800,3340
5491,01812003900,3341
5492,01812004000,3342
5493,01812004100,3343
5494,01812004200,3344
5495,01812004300,3345
5496,01812004400,3346
5497,01812004500,3347
5498,01812004600,3348
5499,01812004700,3349
5501,01812004900,3351
5502,01812005000,3352
5503,01812005100,3353
5504,01812005200,3354
5505,01812005300,3355
5506,01812005400,3356
5507,01812005500,3357
5509,01812005700,3359
5511,01812005900,3360
5516,01913004500,3707
5519,01913004700,3709
5520,01913004800,3710
5521,01913004900,3711
5525,01913005200,3714
5532,01913006100,3715
5533,01913006200,3716
5535,01913006500,3718
